,rank,title,artist,date
491,92,In The End (Mellen Gi Remix),"Tommee Profitt, Fleurie, Mellen Gi",05/09/2020
492,93,ERRDAY,Big Baby Tape,05/09/2020
493,94,Девочка-война,HammAli & Navai,05/09/2020
494,95,Позови меня с собой (Cover),TSOY,05/09/2020
495,96,Босая,#2Маши,05/09/2020
496,97,2 типа людей,Макс Корж,05/09/2020
497,98,Brother Louie,"Vize, Imanbek, Dieter Bohlen, Leony",05/09/2020
498,99,Give It Away,"Filatov & Karas, Deepest Blue",05/09/2020
499,100,Камин,"EMIN, JONY",05/09/2020
500,1,Юность,Dabro,06/09/2020
501,2,Сияй,Ramil',06/09/2020
502,3,Краш,Клава Кока & NILETTO,06/09/2020
503,4,Поболело и прошло,HENSY,06/09/2020
504,5,неболей,"Zivert, Баста",06/09/2020
505,6,Cadillac,"MORGENSHTERN, Элджей",06/09/2020
506,7,Lollipop,"Элджей, MORGENSHTERN",06/09/2020
507,8,А уже фсё (prod. by SOAHX),Mitchel,06/09/2020
508,9,Если тебе будет грустно,"Rauf & Faik, NILETTO",06/09/2020
509,10,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,06/09/2020
510,11,Coco L'Eau,"Егор Крид, The Limba",06/09/2020
511,12,Беги (feat. Poët),Dj Smash,06/09/2020
512,13,Плачу на техно,"Cream Soda, Хлеб",06/09/2020
513,14,Blinding Lights,The Weeknd,06/09/2020
514,15,X.O,"The Limba, Andro",06/09/2020
515,16,Lollipop,"Gafur, JONY",06/09/2020
516,17,Lovefool,twocolors,06/09/2020
517,18,А если это любовь?,HammAli & Navai,06/09/2020
518,19,Не пускайте танцевать,"TIMRAN, Zell, Batrai, Aslai",06/09/2020
519,20,Fly 2,"Zivert, NILETTO",06/09/2020
520,21,Покинула чат,Клава Кока,06/09/2020
521,22,"Девочка, танцуй",Artik & Asti,06/09/2020
522,23,Minor,Miyagi & Andy Panda,06/09/2020
523,24,ЯТЛ,Zivert,06/09/2020
524,25,Французский поцелуй,Миша Марвин & Ханна,06/09/2020
525,26,Fendi,Rakhim,06/09/2020
526,27,Твой поцелуй,"Асия, NЮ",06/09/2020
527,28,Любимка,NILETTO,06/09/2020
528,29,Двигаться,RaiM,06/09/2020
529,30,Ананасовый сироп,Natan & Ганвест,06/09/2020
530,31,UNO,Little Big,06/09/2020
531,32,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,06/09/2020
532,33,Там ревели горы,Miyagi & Andy Panda,06/09/2020
533,34,Пикачу,Mia Boyka & ЕГОР ШИП,06/09/2020
534,35,Credo,Zivert,06/09/2020
535,36,Beverly Hills,Zivert,06/09/2020
536,37,August,Intelligency,06/09/2020
537,38,Ты беспощадна,JONY,06/09/2020
538,39,Комета,JONY,06/09/2020
539,40,Все мимо,Artik & Asti,06/09/2020
540,41,Луна не знает пути,"Тайпан, Agunda",06/09/2020
541,42,Прятки,HammAli & Navai,06/09/2020
542,43,Life,Zivert,06/09/2020
543,44,Грустный дэнс,"Artik & Asti, Артём Качер",06/09/2020
544,45,Тепло,Макс Корж,06/09/2020
545,46,Зачем топтать мою любовь,"DJ Nejtrino, Elia",06/09/2020
546,47,Океан,Мари Краймбрери,06/09/2020
547,48,По кайфу,Олег Кензов,06/09/2020
548,49,Малиновый закат (Remix),"Lvnx, ANAMUN",06/09/2020
549,50,3-е сентября,Михаил Шуфутинский,06/09/2020
550,51,Выхода нет,Сплин,06/09/2020
551,52,Hypnodancer,Little Big,06/09/2020
552,53,F..k that,Bastard!,06/09/2020
553,54,Зелёные волны,Zivert,06/09/2020
554,55,На своём вайбе,"Jah Khalib, GUF",06/09/2020
555,56,#ПеретанцуйМеня,Артур Пирожков,06/09/2020
556,57,Kings & Queens,Ava Max,06/09/2020
557,58,Сансара,"Баста, Скриптонит, Сергей Бобунец, Диана Арбенина, Ант, SunSay",06/09/2020
558,59,Кукла колдуна,Король и Шут,06/09/2020
559,60,Золото,Супер Жорик,06/09/2020
560,61,На тебя смотрю,"Jah Khalib, ВесЪ",06/09/2020
561,62,Dance Monkey,Tones And I,06/09/2020
562,63,Таблетка,"Джаро & Ханза, kavabanga Depo kolibri",06/09/2020
563,64,Психушка,Karna.val,06/09/2020
564,65,BALENCIAGA,FILV,06/09/2020
565,66,A Million On My Soul (Remix),"Moses, EMR3YGUL, Alexiane",06/09/2020
566,67,ICE,MORGENSHTERN,06/09/2020
567,68,ВЕЧЕРиНОЧКА,"MONATIK, Вера Брежнева",06/09/2020
568,69,Прыгну со скалы,Король и Шут,06/09/2020
569,70,Вали,Канги,06/09/2020
570,71,Не смогу,"VERBEE, KARA KROSS",06/09/2020
571,72,Лесник,Король и Шут,06/09/2020
572,73,Пряталась в ванной,Мари Краймбрери,06/09/2020
573,74,I Got Love,"Miyagi & Эндшпиль, Рем Дигга",06/09/2020
574,75,В последний раз,Тима Белорусских,06/09/2020
575,76,Под гипнозом,Artik & Asti,06/09/2020
576,77,Лето на ветер,"GUF, Кравц",06/09/2020
577,78,Ну чё ты такой хороший?,Асия,06/09/2020
578,79,Перемен,КИНО,06/09/2020
579,80,Numb,Linkin Park,06/09/2020
580,81,ily,"Surf Mesa, Emilee",06/09/2020
581,82,Ураган,"GUF, Murovei, V $ X V PRiNCE",06/09/2020
582,83,Kosandra,Miyagi & Andy Panda,06/09/2020
583,84,Кометы,polnalyubvi,06/09/2020
584,85,Районы-кварталы,Звери,06/09/2020
585,86,Another One Bites The Dust (из фильма «Богемская рапсодия»),Queen,06/09/2020
586,87,Босая,#2Маши,06/09/2020
587,88,Чувства,Artik & Asti,06/09/2020
588,89,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,06/09/2020
589,90,Спой,Миша Марвин feat. Мот,06/09/2020
590,91,Девочка-война,HammAli & Navai,06/09/2020
591,92,Положение,"Dior, Samo & ID",06/09/2020
592,93,Позови меня с собой (Cover),TSOY,06/09/2020
593,94,Give It Away,"Filatov & Karas, Deepest Blue",06/09/2020
594,95,2 типа людей,Макс Корж,06/09/2020
595,96,ERRDAY,Big Baby Tape,06/09/2020
596,97,Believer,Imagine Dragons,06/09/2020
597,98,In The End (Mellen Gi Remix),"Tommee Profitt, Fleurie, Mellen Gi",06/09/2020
598,99,Меня не будет,"ANIKV, SALUKI",06/09/2020
599,100,Tacos,Little Big,06/09/2020
600,1,Юность,Dabro,07/09/2020
601,2,Сияй,Ramil',07/09/2020
602,3,Lollipop,"Элджей, MORGENSHTERN",07/09/2020
603,4,Краш,Клава Кока & NILETTO,07/09/2020
604,5,Поболело и прошло,HENSY,07/09/2020
605,6,Coco L'Eau,"Егор Крид, The Limba",07/09/2020
606,7,Если тебе будет грустно,"Rauf & Faik, NILETTO",07/09/2020
607,8,неболей,"Zivert, Баста",07/09/2020
608,9,Беги (feat. Poët),Dj Smash,07/09/2020
609,10,А уже фсё (prod. by SOAHX),Mitchel,07/09/2020
610,11,Cadillac,"MORGENSHTERN, Элджей",07/09/2020
611,12,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,07/09/2020
612,13,Lollipop,"Gafur, JONY",07/09/2020
613,14,Blinding Lights,The Weeknd,07/09/2020
614,15,А если это любовь?,HammAli & Navai,07/09/2020
615,16,Не пускайте танцевать,"TIMRAN, Zell, Batrai, Aslai",07/09/2020
616,17,Lovefool,twocolors,07/09/2020
617,18,X.O,"The Limba, Andro",07/09/2020
618,19,Плачу на техно,"Cream Soda, Хлеб",07/09/2020
619,20,Minor,Miyagi & Andy Panda,07/09/2020
620,21,Fly 2,"Zivert, NILETTO",07/09/2020
621,22,Покинула чат,Клава Кока,07/09/2020
622,23,"Девочка, танцуй",Artik & Asti,07/09/2020
623,24,Французский поцелуй,Миша Марвин & Ханна,07/09/2020
624,25,ЯТЛ,Zivert,07/09/2020
625,26,Твой поцелуй,"Асия, NЮ",07/09/2020
626,27,Fendi,Rakhim,07/09/2020
627,28,Двигаться,RaiM,07/09/2020
628,29,Там ревели горы,Miyagi & Andy Panda,07/09/2020
629,30,Ананасовый сироп,Natan & Ганвест,07/09/2020
630,31,Пикачу,Mia Boyka & ЕГОР ШИП,07/09/2020
631,32,Любимка,NILETTO,07/09/2020
632,33,Ты беспощадна,JONY,07/09/2020
633,34,Лето на ветер,"GUF, Кравц",07/09/2020
634,35,UNO,Little Big,07/09/2020
635,36,Credo,Zivert,07/09/2020
636,37,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,07/09/2020
637,38,August,Intelligency,07/09/2020
638,39,Комета,JONY,07/09/2020
639,40,Beverly Hills,Zivert,07/09/2020
640,41,Все мимо,Artik & Asti,07/09/2020
641,42,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,07/09/2020
642,43,Тепло,Макс Корж,07/09/2020
643,44,Прятки,HammAli & Navai,07/09/2020
644,45,Луна не знает пути,"Тайпан, Agunda",07/09/2020
645,46,Океан,Мари Краймбрери,07/09/2020
646,47,Малиновый закат (Remix),"Lvnx, ANAMUN",07/09/2020
647,48,Зачем топтать мою любовь,"DJ Nejtrino, Elia",07/09/2020
648,49,F..k that,Bastard!,07/09/2020
649,50,Life,Zivert,07/09/2020
650,51,ERRDAY,Big Baby Tape,07/09/2020
651,52,На своём вайбе,"Jah Khalib, GUF",07/09/2020
652,53,Грустный дэнс,"Artik & Asti, Артём Качер",07/09/2020
653,54,Hypnodancer,Little Big,07/09/2020
654,55,Зелёные волны,Zivert,07/09/2020
655,56,Kings & Queens,Ava Max,07/09/2020
656,57,Не смогу,"VERBEE, KARA KROSS",07/09/2020
657,58,Таблетка,"Джаро & Ханза, kavabanga Depo kolibri",07/09/2020
658,59,Выхода нет,Сплин,07/09/2020
659,60,Вали,Канги,07/09/2020
660,61,На тебя смотрю,"Jah Khalib, ВесЪ",07/09/2020
661,62,Психушка,Karna.val,07/09/2020
662,63,Пряталась в ванной,Мари Краймбрери,07/09/2020
663,64,Кукла колдуна,Король и Шут,07/09/2020
664,65,Ну чё ты такой хороший?,Асия,07/09/2020
665,66,В последний раз,Тима Белорусских,07/09/2020
666,67,BALENCIAGA,FILV,07/09/2020
667,68,A Million On My Soul (Remix),"Moses, EMR3YGUL, Alexiane",07/09/2020
668,69,По кайфу,Олег Кензов,07/09/2020
669,70,ICE,MORGENSHTERN,07/09/2020
670,71,#ПеретанцуйМеня,Артур Пирожков,07/09/2020
671,72,Фаталити,"KAREENA, Елена Темникова",07/09/2020
672,73,Сансара,"Баста, Скриптонит, Сергей Бобунец, Диана Арбенина, Ант, SunSay",07/09/2020
673,74,ВЕЧЕРиНОЧКА,"MONATIK, Вера Брежнева",07/09/2020
674,75,Dance Monkey,Tones And I,07/09/2020
675,76,Золото,Супер Жорик,07/09/2020
676,77,Kosandra,Miyagi & Andy Panda,07/09/2020
677,78,Ураган,"GUF, Murovei, V $ X V PRiNCE",07/09/2020
678,79,I Got Love,"Miyagi & Эндшпиль, Рем Дигга",07/09/2020
679,80,Под гипнозом,Artik & Asti,07/09/2020
680,81,Numb,Linkin Park,07/09/2020
681,82,Кометы,polnalyubvi,07/09/2020
682,83,Чувства,Artik & Asti,07/09/2020
683,84,Femme Like U,"Monaldin, Emma Peters",07/09/2020
684,85,ily,"Surf Mesa, Emilee",07/09/2020
685,86,Прыгну со скалы,Король и Шут,07/09/2020
686,87,Меня не будет,"ANIKV, SALUKI",07/09/2020
687,88,Лесник,Король и Шут,07/09/2020
688,89,Камин,"EMIN, JONY",07/09/2020
689,90,Спой,Миша Марвин feat. Мот,07/09/2020
690,91,Give It Away,"Filatov & Karas, Deepest Blue",07/09/2020
691,92,Believer,Imagine Dragons,07/09/2020
692,93,2 типа людей,Макс Корж,07/09/2020
693,94,БАУНТИ,"Зомб, Gidayyat, Gazan",07/09/2020
694,95,In The End (Mellen Gi Remix),"Tommee Profitt, Fleurie, Mellen Gi",07/09/2020
695,96,Девочка-война,HammAli & Navai,07/09/2020
696,97,Мир сошёл с ума,JONY,07/09/2020
697,98,Перемен,КИНО,07/09/2020
698,99,Мадам,"JONY, Andro",07/09/2020
699,100,Позови меня с собой (Cover),TSOY,07/09/2020
0,1,Юность,Dabro,08/09/2020
1,2,Lollipop,"Элджей, MORGENSHTERN",08/09/2020
2,3,Сияй,Ramil',08/09/2020
3,4,Краш,Клава Кока & NILETTO,08/09/2020
4,5,Поболело и прошло,HENSY,08/09/2020
5,6,Coco L'Eau,"Егор Крид, The Limba",08/09/2020
6,7,неболей,"Zivert, Баста",08/09/2020
7,8,Если тебе будет грустно,"Rauf & Faik, NILETTO",08/09/2020
8,9,Беги (feat. Poët),Dj Smash,08/09/2020
9,10,А уже фсё (prod. by SOAHX),Mitchel,08/09/2020
10,11,Cadillac,"MORGENSHTERN, Элджей",08/09/2020
11,12,"Я, ТЫ и МОРЕ",GAYAZOV$ BROTHER$,08/09/2020
12,13,Blinding Lights,The Weeknd,08/09/2020
13,14,Lollipop,"Gafur, JONY",08/09/2020
14,15,Lovefool,twocolors,08/09/2020
15,16,Не пускайте танцевать,"TIMRAN, Zell, Batrai, Aslai",08/09/2020
16,17,X.O,"The Limba, Andro",08/09/2020
17,18,А если это любовь?,HammAli & Navai,08/09/2020
18,19,Minor,Miyagi & Andy Panda,08/09/2020
19,20,Плачу на техно,"Cream Soda, Хлеб",08/09/2020
20,21,Fly 2,"Zivert, NILETTO",08/09/2020
21,22,"Девочка, танцуй",Artik & Asti,08/09/2020
22,23,Французский поцелуй,Миша Марвин & Ханна,08/09/2020
23,24,Твой поцелуй,"Асия, NЮ",08/09/2020
24,25,Покинула чат,Клава Кока,08/09/2020
25,26,ЯТЛ,Zivert,08/09/2020
26,27,Fendi,Rakhim,08/09/2020
27,28,Там ревели горы,Miyagi & Andy Panda,08/09/2020
28,29,Лето на ветер,"GUF, Кравц",08/09/2020
29,30,Двигаться,RaiM,08/09/2020
30,31,Ананасовый сироп,Natan & Ганвест,08/09/2020
31,32,Ты беспощадна,JONY,08/09/2020
32,33,"ТЫ КРУЧЕ, ЧЕМ...",GAYAZOV$ BROTHER$,08/09/2020
33,34,Комета,JONY,08/09/2020
34,35,August,Intelligency,08/09/2020
35,36,Все мимо,Artik & Asti,08/09/2020
36,37,Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,08/09/2020
37,38,UNO,Little Big,08/09/2020
38,39,Тепло,Макс Корж,08/09/2020
39,40,Любимка,NILETTO,08/09/2020
40,41,Credo,Zivert,08/09/2020
41,42,Прятки,HammAli & Navai,08/09/2020
42,43,Пикачу,Mia Boyka & ЕГОР ШИП,08/09/2020
43,44,Океан,Мари Краймбрери,08/09/2020
44,45,Зачем топтать мою любовь,"DJ Nejtrino, Elia",08/09/2020
45,46,ERRDAY,Big Baby Tape,08/09/2020
46,47,Beverly Hills,Zivert,08/09/2020
47,48,Луна не знает пути,"Тайпан, Agunda",08/09/2020
48,49,Малиновый закат (Remix),"Lvnx, ANAMUN",08/09/2020
49,50,Фаталити,"KAREENA, Елена Темникова",08/09/2020
50,51,F..k that,Bastard!,08/09/2020
51,52,На своём вайбе,"Jah Khalib, GUF",08/09/2020
52,53,Life,Zivert,08/09/2020
53,54,Вали,Канги,08/09/2020
54,55,Kings & Queens,Ava Max,08/09/2020
55,56,Не смогу,"VERBEE, KARA KROSS",08/09/2020
56,57,Таблетка,"Джаро & Ханза, kavabanga Depo kolibri",08/09/2020
57,58,Грустный дэнс,"Artik & Asti, Артём Качер",08/09/2020
58,59,Hypnodancer,Little Big,08/09/2020
59,60,Выхода нет,Сплин,08/09/2020
60,61,Ну чё ты такой хороший?,Асия,08/09/2020
61,62,A Million On My Soul (Remix),"Moses, EMR3YGUL, Alexiane",08/09/2020
62,63,Кукла колдуна,Король и Шут,08/09/2020
63,64,ICE,MORGENSHTERN,08/09/2020
64,65,Зелёные волны,Zivert,08/09/2020
65,66,BALENCIAGA,FILV,08/09/2020
66,67,Пряталась в ванной,Мари Краймбрери,08/09/2020
67,68,Femme Like U,"Monaldin, Emma Peters",08/09/2020
68,69,В последний раз,Тима Белорусских,08/09/2020
69,70,На тебя смотрю,"Jah Khalib, ВесЪ",08/09/2020
70,71,Ураган,"GUF, Murovei, V $ X V PRiNCE",08/09/2020
71,72,Психушка,Karna.val,08/09/2020
72,73,Kosandra,Miyagi & Andy Panda,08/09/2020
73,74,Кометы,polnalyubvi,08/09/2020
74,75,Dance Monkey,Tones And I,08/09/2020
75,76,I Got Love,"Miyagi & Эндшпиль, Рем Дигга",08/09/2020
76,77,ОСТАНОВИТЕ МУЗЫКУ,ФОГЕЛЬ,08/09/2020
77,78,Сансара,"Баста, Скриптонит, Сергей Бобунец, Диана Арбенина, Ант, SunSay",08/09/2020
78,79,Numb,Linkin Park,08/09/2020
79,80,ПеретанцуйМеня (Remix),"Артур Пирожков, DJ Nejtrino",08/09/2020
80,81,ВЕЧЕРиНОЧКА,"MONATIK, Вера Брежнева",08/09/2020
81,82,Прыгну со скалы,Король и Шут,08/09/2020
82,83,Под гипнозом,Artik & Asti,08/09/2020
83,84,Чувства,Artik & Asti,08/09/2020
84,85,ily,"Surf Mesa, Emilee",08/09/2020
85,86,Мир сошёл с ума,JONY,08/09/2020
86,87,По кайфу,Олег Кензов,08/09/2020
87,88,Лесник,Король и Шут,08/09/2020
88,89,Камин,"EMIN, JONY",08/09/2020
89,90,Меня не будет,"ANIKV, SALUKI",08/09/2020
90,91,"Мама, как быть?",Люся Чеботина,08/09/2020
91,92,#ПеретанцуйМеня,Артур Пирожков,08/09/2020
92,93,Золото,Супер Жорик,08/09/2020
93,94,In The End (Mellen Gi Remix),"Tommee Profitt, Fleurie, Mellen Gi",08/09/2020
94,95,Мадам,"JONY, Andro",08/09/2020
95,96,2 типа людей,Макс Корж,08/09/2020
96,97,Спой,Миша Марвин feat. Мот,08/09/2020
97,98,Втюрилась,дора,08/09/2020
98,99,Natalie Don't,RAYE,08/09/2020
99,100,Минимум,"Фейджи, Ямаджи",08/09/2020
